Siglum,Sequence,folioURN,RV,MS,CodexURN
CatesbyNH2,33,urn:cite:botcar:CatesbyNH2.014,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,34,urn:cite:botcar:CatesbyNH2.t014,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,35,urn:cite:botcar:CatesbyNH2.t015,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,36,urn:cite:botcar:CatesbyNH2.015,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,37,urn:cite:botcar:CatesbyNH2.016,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,38,urn:cite:botcar:CatesbyNH2.t016,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,39,urn:cite:botcar:CatesbyNH2.t017,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,40,urn:cite:botcar:CatesbyNH2.017,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,41,urn:cite:botcar:CatesbyNH2.018,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,42,urn:cite:botcar:CatesbyNH2.t018,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,43,urn:cite:botcar:CatesbyNH2.t019,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,44,urn:cite:botcar:CatesbyNH2.019,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,45,urn:cite:botcar:CatesbyNH2.020,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,46,urn:cite:botcar:CatesbyNH2.t020,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,47,urn:cite:botcar:CatesbyNH2.t021,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,48,urn:cite:botcar:CatesbyNH2.021,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,49,urn:cite:botcar:CatesbyNH2.022,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,50,urn:cite:botcar:CatesbyNH2.t022,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,51,urn:cite:botcar:CatesbyNH2.t023,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,52,urn:cite:botcar:CatesbyNH2.023,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,53,urn:cite:botcar:CatesbyNH2.024,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,54,urn:cite:botcar:CatesbyNH2.t024,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,55,urn:cite:botcar:CatesbyNH2.t025,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,56,urn:cite:botcar:CatesbyNH2.025,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,57,urn:cite:botcar:CatesbyNH2.026,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,58,urn:cite:botcar:CatesbyNH2.t026,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,59,urn:cite:botcar:CatesbyNH2.t027,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,60,urn:cite:botcar:CatesbyNH2.027,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,61,urn:cite:botcar:CatesbyNH2.028,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,62,urn:cite:botcar:CatesbyNH2.t028,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,63,urn:cite:botcar:CatesbyNH2.t029,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,64,urn:cite:botcar:CatesbyNH2.029,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,65,urn:cite:botcar:CatesbyNH2.030,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,66,urn:cite:botcar:CatesbyNH2.t030,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,67,urn:cite:botcar:CatesbyNH2.t031,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,68,urn:cite:botcar:CatesbyNH2.031,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,69,urn:cite:botcar:CatesbyNH2.032,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,70,urn:cite:botcar:CatesbyNH2.t032,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,71,urn:cite:botcar:CatesbyNH2.t033,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,72,urn:cite:botcar:CatesbyNH2.033,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,73,urn:cite:botcar:CatesbyNH2.034,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,74,urn:cite:botcar:CatesbyNH2.t034,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,75,urn:cite:botcar:CatesbyNH2.t035,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,76,urn:cite:botcar:CatesbyNH2.035,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,77,urn:cite:botcar:CatesbyNH2.036,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,78,urn:cite:botcar:CatesbyNH2.t036,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,79,urn:cite:botcar:CatesbyNH2.t037,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,80,urn:cite:botcar:CatesbyNH2.037,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,81,urn:cite:botcar:CatesbyNH2.038,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,82,urn:cite:botcar:CatesbyNH2.t038,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,83,urn:cite:botcar:CatesbyNH2.t039,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,84,urn:cite:botcar:CatesbyNH2.039,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,85,urn:cite:botcar:CatesbyNH2.040,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,86,urn:cite:botcar:CatesbyNH2.t040,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,87,urn:cite:botcar:CatesbyNH2.t041,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,88,urn:cite:botcar:CatesbyNH2.041,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,89,urn:cite:botcar:CatesbyNH2.042,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,90,urn:cite:botcar:CatesbyNH2.t042,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,91,urn:cite:botcar:CatesbyNH2.t043,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,92,urn:cite:botcar:CatesbyNH2.043,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,93,urn:cite:botcar:CatesbyNH2.044,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,94,urn:cite:botcar:CatesbyNH2.t044,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,95,urn:cite:botcar:CatesbyNH2.t045,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,96,urn:cite:botcar:CatesbyNH2.045,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,97,urn:cite:botcar:CatesbyNH2.046,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,98,urn:cite:botcar:CatesbyNH2.t046,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,99,urn:cite:botcar:CatesbyNH2.t047,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,100,urn:cite:botcar:CatesbyNH2.047,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,101,urn:cite:botcar:CatesbyNH2.048,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,102,urn:cite:botcar:CatesbyNH2.t048,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,103,urn:cite:botcar:CatesbyNH2.t049,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,104,urn:cite:botcar:CatesbyNH2.049,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,105,urn:cite:botcar:CatesbyNH2.050,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,106,urn:cite:botcar:CatesbyNH2.t050,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,107,urn:cite:botcar:CatesbyNH2.t051,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,108,urn:cite:botcar:CatesbyNH2.051,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,109,urn:cite:botcar:CatesbyNH2.052,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,110,urn:cite:botcar:CatesbyNH2.t052,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,111,urn:cite:botcar:CatesbyNH2.t053,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,112,urn:cite:botcar:CatesbyNH2.053,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,113,urn:cite:botcar:CatesbyNH2.054,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,114,urn:cite:botcar:CatesbyNH2.t054,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,115,urn:cite:botcar:CatesbyNH2.t055,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,116,urn:cite:botcar:CatesbyNH2.055,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,117,urn:cite:botcar:CatesbyNH2.056,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,118,urn:cite:botcar:CatesbyNH2.t056,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,119,urn:cite:botcar:CatesbyNH2.t057,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,120,urn:cite:botcar:CatesbyNH2.057,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,121,urn:cite:botcar:CatesbyNH2.058,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,122,urn:cite:botcar:CatesbyNH2.t058,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,123,urn:cite:botcar:CatesbyNH2.t059,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,124,urn:cite:botcar:CatesbyNH2.059,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,125,urn:cite:botcar:CatesbyNH2.060,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,126,urn:cite:botcar:CatesbyNH2.t060,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,127,urn:cite:botcar:CatesbyNH2.t061,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
